Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Uniqueness,Avg_Ownership
1,Dak Prescott,Javonte Williams,Bucky Irving,Puka Nacua,CeeDee Lamb,Devontez Walker,Colby Parkinson,Quinshon Judkins,Miami Dolphins,60000,129.8,100.0,0.0
