Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Uniqueness,Avg_Ownership
1,Jacoby Brissett,Jonathan Taylor,Javonte Williams,Jaxon Smith-Njigba,Emeka Egbuka,George Pickens,Brevyn Spann-Ford,Skyy Moore,Miami Dolphins,60000,102.6,100.0,0.0
