Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Uniqueness,Avg_Ownership
1,Baker Mayfield,Javonte Williams,Kenneth Gainwell,Puka Nacua,Emeka Egbuka,George Pickens,Brevyn Spann-Ford,Tre Tucker,Arizona Cardinals,60000,133.0,100.0,0.0
