Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Daniel Jones,Javonte Williams,Miles Sanders,Puka Nacua,CeeDee Lamb,Keenan Allen,Darren Waller,Devontez Walker,Seattle Seahawks,60000,134.7,0.0
2,Matthew Stafford,Kyren Williams,Javonte Williams,Emeka Egbuka,Ricky Pearsall,Ryan Flournoy,Jake Ferguson,Darren Waller,Arizona Cardinals,60000,132.3,0.0
