Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Joe Milton III,Blake Corum,Kyle Juszczyk,Jaxon Smith-Njigba,CeeDee Lamb,Skyy Moore,Jake Ferguson,David Martin-Robinson,Baltimore Ravens,50800,59.5,0.0
2,Joe Milton III,Blake Corum,Kyle Juszczyk,Jaxon Smith-Njigba,George Pickens,Skyy Moore,Jake Ferguson,David Martin-Robinson,Baltimore Ravens,49800,57.5,0.0
