Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Uniqueness,Avg_Ownership
1,Brock Purdy,Javonte Williams,Bucky Irving,George Pickens,Quentin Johnston,Tre Tucker,Jake Ferguson,Jaylen Warren,Miami Dolphins,59900,132.1,100.0,0.0
