Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ceiling90,Uniqueness,Avg_Ownership
1,Baker Mayfield,Javonte Williams,Kenneth Gainwell,Puka Nacua,CeeDee Lamb,George Pickens,Darren Waller,Skyy Moore,Miami Dolphins,60000,132.2,152.8,100.0,0.0
