Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Lamar Jackson,Javonte Williams,Sincere McCormick,Puka Nacua,CeeDee Lamb,George Pickens,David Martin-Robinson,Romeo Doubs,Carolina Panthers,60000,128.3,0.0
2,Dak Prescott,Christian McCaffrey,Kenneth Gainwell,Puka Nacua,CeeDee Lamb,George Pickens,David Martin-Robinson,Skyy Moore,New Orleans Saints,59900,122.8,0.0
3,Daniel Jones,Jonathan Taylor,Javonte Williams,Emeka Egbuka,George Pickens,Tim Patrick,Jake Ferguson,Skyy Moore,Arizona Cardinals,60000,121.9,0.0
