Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Lamar Jackson,Christian McCaffrey,Javonte Williams,CeeDee Lamb,George Pickens,Devontez Walker,Darren Waller,Ameer Abdullah,New Orleans Saints,60000,137.4,0.0
2,Lamar Jackson,Josh Jacobs,Javonte Williams,CeeDee Lamb,George Pickens,Devontez Walker,Darren Waller,Kenneth Gainwell,Carolina Panthers,60000,137.2,0.0
3,Joe Milton III,Christian McCaffrey,Ameer Abdullah,Puka Nacua,Jaxon Smith-Njigba,George Pickens,Jake Ferguson,Sincere McCormick,Carolina Panthers,60000,110.2,0.0
