Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Dak Prescott,Christian McCaffrey,Bucky Irving,CeeDee Lamb,Quentin Johnston,Devontez Walker,Brevyn Spann-Ford,Travis Etienne Jr.,New Orleans Saints,60000,86.4,0.0
2,Matthew Stafford,Jonathan Taylor,Javonte Williams,Emeka Egbuka,Ricky Pearsall,Tre Tucker,Brevyn Spann-Ford,Ryan Flournoy,Indianapolis Colts,60000,80.7,0.0
