Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Uniqueness,Avg_Ownership
1,Teddy Bridgewater,Jonathan Taylor,Javonte Williams,Puka Nacua,Emeka Egbuka,Tre Tucker,Luke Schoonmaker,Brevyn Spann-Ford,Arizona Cardinals,59800,108.1,100.0,0.0
