Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ceiling90,Uniqueness,Avg_Ownership
1,Baker Mayfield,Javonte Williams,Kenneth Gainwell,Puka Nacua,CeeDee Lamb,George Pickens,David Martin-Robinson,Tre Tucker,Miami Dolphins,59900,129.6,145.3,100.0,0.0
