Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Uniqueness,Avg_Ownership
1,Baker Mayfield,Javonte Williams,Kenneth Gainwell,CeeDee Lamb,Emeka Egbuka,George Pickens,Darren Waller,Stefon Diggs,Miami Dolphins,60000,141.8,100.0,0.0
