Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ceiling90,Uniqueness,Avg_Ownership
1,Mac Jones,Javonte Williams,Kenneth Gainwell,Puka Nacua,Emeka Egbuka,George Pickens,Jake Ferguson,Devontez Walker,Miami Dolphins,60000,140.0,158.2,100.0,0.0
