Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Baker Mayfield,Kenneth Walker III,Kenneth Gainwell,Puka Nacua,CeeDee Lamb,Tory Horton,Darren Waller,AJ Barner,Jacksonville Jaguars,58700,182.8,0.0
2,Sam Darnold,Javonte Williams,Bucky Irving,Jaxon Smith-Njigba,Emeka Egbuka,Michael Pittman Jr.,AJ Barner,Kenneth Gainwell,Arizona Cardinals,59800,170.6,0.0
