Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Lamar Jackson,Jonathan Taylor,Javonte Williams,Puka Nacua,George Pickens,Devontez Walker,Brevyn Spann-Ford,Ameer Abdullah,Carolina Panthers,60000,128.6,0.0
2,Daniel Jones,Jonathan Taylor,Travis Etienne Jr.,Emeka Egbuka,Quentin Johnston,Michael Pittman Jr.,Brevyn Spann-Ford,Ryan Flournoy,Dallas Cowboys,59800,117.0,0.0
