Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Bo Nix,Bucky Irving,Javonte Williams,Emeka Egbuka,Quentin Johnston,George Pickens,Darren Waller,Kenneth Walker III,Los Angeles Chargers,60000,174.9,136.0
2,Justin Herbert,Kenneth Walker III,J.K. Dobbins,Jaxon Smith-Njigba,Courtland Sutton,Tre Tucker,Tyler Warren,Chuba Hubbard,Seattle Seahawks,59800,169.0,136.0
