Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ceiling90,Uniqueness,Avg_Ownership
1,Brock Purdy,Javonte Williams,Quinshon Judkins,Puka Nacua,CeeDee Lamb,George Pickens,Colby Parkinson,Devontez Walker,Arizona Cardinals,59800,130.3,154.1,100.0,0.0
