Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ceiling90,Uniqueness,Avg_Ownership
1,Mac Jones,Jonathan Taylor,Javonte Williams,CeeDee Lamb,George Pickens,Devontez Walker,Darren Waller,Kenneth Gainwell,Carolina Panthers,60000,141.0,154.9,100.0,0.0
