Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Uniqueness,Avg_Ownership
1,Lamar Jackson,Jonathan Taylor,Javonte Williams,George Pickens,Tre Tucker,Skyy Moore,Jake Ferguson,Kenneth Gainwell,Carolina Panthers,60000,127.1,100.0,0.0
