Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Ownership
1,Dak Prescott,Jonathan Taylor,Javonte Williams,Quentin Johnston,Ryan Flournoy,Devontez Walker,Jake Ferguson,Darren Waller,Indianapolis Colts,60000,199.2,0.0
2,Dak Prescott,Christian McCaffrey,Kenneth Gainwell,CeeDee Lamb,Keenan Allen,Michael Pittman Jr.,Jake Ferguson,Tre Tucker,Arizona Cardinals,59900,165.7,0.0
