Lineup,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,Salary,Projected,Uniqueness,Avg_Ownership
1,Mac Jones,Javonte Williams,Quinshon Judkins,CeeDee Lamb,Emeka Egbuka,George Pickens,Darren Waller,Skyy Moore,Arizona Cardinals,60000,137.3,100.0,0.0
